src,dst,product
KEYSOURCE MEDICAL INC,WINN-DIXIE PHARMACY #9620 (WA),
MORRIS & DICKSON CO LLC,SUNRISE PHARMACY #4372 (TX),
GULF COAST MEDICAL SUPPLY,HEALTH MART PHARMACY #5534 (VT),
PRESCRIPTION SUPPLY INC,WALGREENS #6789 (NH),
MORRIS & DICKSON CO LLC,HEALTH MART PHARMACY #7295 (SD),
CARDINAL HEALTH INC,FAMILY CARE PHARMACY #3626 (OK),
SMITH DRUG COMPANY,WALGREENS #2534 (AK),
NATIONAL WHOLESALE DRUG CO INC,PUBLIX PHARMACY #5099 (NY),
HENRY SCHEIN INC,QUALITY CARE PHARMACY #8594 (CO),
PENN PHARMACEUTICAL SERVICES INC,HEALTH MART PHARMACY #8159 (AL),
ANDA INC,CVS PHARMACY #7788 (NE),
BURLINGTON DRUG COMPANY INC,GOOD NEIGHBOR PHARMACY #6942 (ME),
VALUEDRUGCO,WALGREENS #1285 (WI),
MIAMI-LUKEN INC,SUNRISE PHARMACY #8459 (GA),
DAKOTA DRUG INC,CVS PHARMACY #3462 (VT),
PENN PHARMACEUTICAL SERVICES INC,VILLAGE PHARMACY #5361 (OR),
BURLINGTON DRUG COMPANY INC,WINN-DIXIE PHARMACY #9056 (CA),
KEYSOURCE MEDICAL INC,HARRIS TEETER PHARMACY #1338 (NH),
PRESCRIPTION SUPPLY INC,SUNRISE PHARMACY #4971 (SC),
KINRAY LLC,QUALITY CARE PHARMACY #1509 (MO),
MORRIS & DICKSON CO LLC,MEDICO PHARMACY #7491 (NJ),
PENN PHARMACEUTICAL SERVICES INC,QUALITY CARE PHARMACY #3729 (OH),
PENN PHARMACEUTICAL SERVICES INC,MAIN STREET PHARMACY #4193 (KS),
MORRIS & DICKSON CO LLC,CORNER DRUG STORE #9454 (NM),
MIAMI-LUKEN INC,CVS PHARMACY #6755 (TN),
HD SMITH WHOLESALE DRUG CO,HEALTH MART PHARMACY #9064 (MN),
BURLINGTON DRUG COMPANY INC,HEALTH MART PHARMACY #6267 (ID),
BURLINGTON DRUG COMPANY INC,CORNER DRUG STORE #2273 (LA),
GULF COAST MEDICAL SUPPLY,VILLAGE PHARMACY #2020 (KS),
SMITH DRUG COMPANY,WINN-DIXIE PHARMACY #5659 (AR),
AMERISOURCEBERGEN DRUG CORP,HOMETOWN PHARMACY #9431 (CA),
CARDINAL HEALTH INC,VILLAGE PHARMACY #8858 (AZ),
PRESCRIPTION SUPPLY INC,PEOPLES PHARMACY #9692 (CO),
HD SMITH WHOLESALE DRUG CO,QUALITY CARE PHARMACY #9369 (SD),
HENRY SCHEIN INC,KROGER PHARMACY #2600 (VT),
KEYSOURCE MEDICAL INC,WINN-DIXIE PHARMACY #8098 (AZ),
VALUEDRUGCO,PEOPLES PHARMACY #1274 (IL),
VALUEDRUGCO,QUALITY CARE PHARMACY #3706 (PA),
DAKOTA DRUG INC,MEDICO PHARMACY #7420 (NM),
KEYSOURCE MEDICAL INC,CORNER DRUG STORE #9828 (AR),
DAKOTA DRUG INC,RITE AID #9320 (LA),
MIAMI-LUKEN INC,VILLAGE PHARMACY #8072 (ME),
GULF COAST MEDICAL SUPPLY,RITE AID #2387 (TX),
KEYSOURCE MEDICAL INC,HEALTH MART PHARMACY #8084 (WA),
AMERISOURCEBERGEN DRUG CORP,KROGER PHARMACY #1010 (TX),
PENN PHARMACEUTICAL SERVICES INC,CVS PHARMACY #6632 (MA),
KINRAY LLC,FAMILY CARE PHARMACY #9932 (MI),
BELLCO DRUG CORP,FAMILY CARE PHARMACY #7659 (ME),
HENRY SCHEIN INC,MAIN STREET PHARMACY #6568 (HI),
MCKESSON CORPORATION,HARRIS TEETER PHARMACY #9689 (OK),
BURLINGTON DRUG COMPANY INC,HEALTH MART PHARMACY #3284 (CT),
CARDINAL HEALTH INC,PEOPLES PHARMACY #6674 (NJ),
HENRY SCHEIN INC,GOOD NEIGHBOR PHARMACY #5066 (NV),
SMITH DRUG COMPANY,WALGREENS #6656 (TN),
DAKOTA DRUG INC,KROGER PHARMACY #2900 (MI),
SMITH DRUG COMPANY,FAMILY CARE PHARMACY #9324 (MD),
BURLINGTON DRUG COMPANY INC,WALMART PHARMACY #2083 (MI),
DAKOTA DRUG INC,VILLAGE PHARMACY #7158 (OH),
CARDINAL HEALTH INC,WALGREENS #6166 (CA),
KINRAY LLC,VILLAGE PHARMACY #1378 (CT),
HD SMITH WHOLESALE DRUG CO,WINN-DIXIE PHARMACY #8011 (OR),
MIAMI-LUKEN INC,MAIN STREET PHARMACY #3509 (ME),
KINRAY LLC,QUALITY CARE PHARMACY #8930 (ID),
PENN PHARMACEUTICAL SERVICES INC,WALMART PHARMACY #1775 (WY),
BURLINGTON DRUG COMPANY INC,FAMILY CARE PHARMACY #6923 (IL),
MCKESSON CORPORATION,GOOD NEIGHBOR PHARMACY #8540 (OH),
PENN PHARMACEUTICAL SERVICES INC,GOOD NEIGHBOR PHARMACY #5811 (MT),
KEYSOURCE MEDICAL INC,KROGER PHARMACY #1010 (TX),
NATIONAL WHOLESALE DRUG CO INC,PEOPLES PHARMACY #6730 (CT),
DAKOTA DRUG INC,KROGER PHARMACY #3014 (VT),
PRESCRIPTION SUPPLY INC,WALGREENS #9222 (OR),
AMERISOURCEBERGEN DRUG CORP,WINN-DIXIE PHARMACY #8598 (NE),
HD SMITH WHOLESALE DRUG CO,GOOD NEIGHBOR PHARMACY #5849 (IL),
PRESCRIPTION SUPPLY INC,MEDICO PHARMACY #8538 (LA),
KINRAY LLC,COMMUNITY PHARMACY #4777 (AR),
HENRY SCHEIN INC,PEOPLES PHARMACY #5739 (CO),
VALUEDRUGCO,MEDICO PHARMACY #2500 (UT),
MIAMI-LUKEN INC,CVS PHARMACY #2027 (MA),
MORRIS & DICKSON CO LLC,WINN-DIXIE PHARMACY #4027 (MA),
VALUEDRUGCO,CORNER DRUG STORE #3385 (IN),
CARDINAL HEALTH INC,WALMART PHARMACY #3043 (PA),
BURLINGTON DRUG COMPANY INC,PEOPLES PHARMACY #2691 (IA),
GULF COAST MEDICAL SUPPLY,CORNER DRUG STORE #9790 (UT),
AMERISOURCEBERGEN DRUG CORP,WINN-DIXIE PHARMACY #7277 (DE),
VALUEDRUGCO,RITE AID #1688 (CO),
KEYSOURCE MEDICAL INC,WALGREENS #1336 (ID),
BURLINGTON DRUG COMPANY INC,CORNER DRUG STORE #2632 (NV),
BURLINGTON DRUG COMPANY INC,MAIN STREET PHARMACY #7917 (CO),
MORRIS & DICKSON CO LLC,WINN-DIXIE PHARMACY #1883 (IN),
AMERISOURCEBERGEN DRUG CORP,GOOD NEIGHBOR PHARMACY #8313 (AZ),
ANDA INC,CORNER DRUG STORE #4161 (MN),
BURLINGTON DRUG COMPANY INC,HEALTH MART PHARMACY #5260 (PA),
ANDA INC,HEALTH MART PHARMACY #4286 (UT),
BURLINGTON DRUG COMPANY INC,CVS PHARMACY #8170 (MT),
CARDINAL HEALTH INC,COMMUNITY PHARMACY #9484 (NV),
DIRECT RX,MEDICO PHARMACY #5137 (MN),
VALUEDRUGCO,PEOPLES PHARMACY #2825 (IA),
KEYSOURCE MEDICAL INC,CORNER DRUG STORE #4123 (OH),
AMERISOURCEBERGEN DRUG CORP,KROGER PHARMACY #2810 (MT),
BURLINGTON DRUG COMPANY INC,MEDICO PHARMACY #8138 (MD),
KINRAY LLC,PEOPLES PHARMACY #4185 (KS),
BURLINGTON DRUG COMPANY INC,KROGER PHARMACY #7322 (NM),
DIRECT RX,HOMETOWN PHARMACY #6366 (WA),
PENN PHARMACEUTICAL SERVICES INC,SUNRISE PHARMACY #3130 (NJ),
AMERISOURCEBERGEN DRUG CORP,WALMART PHARMACY #7668 (AL),
ANDA INC,WALGREENS #6789 (NH),
BURLINGTON DRUG COMPANY INC,RITE AID #8560 (HI),
PRESCRIPTION SUPPLY INC,KROGER PHARMACY #3779 (SC),
CARDINAL HEALTH INC,VILLAGE PHARMACY #8600 (HI),
DAKOTA DRUG INC,SUNRISE PHARMACY #8451 (IN),
KEYSOURCE MEDICAL INC,HEALTH MART PHARMACY #4191 (NV),
KEYSOURCE MEDICAL INC,HEALTH MART PHARMACY #2342 (HI),
MORRIS & DICKSON CO LLC,HOMETOWN PHARMACY #6092 (RI),
BURLINGTON DRUG COMPANY INC,SUNRISE PHARMACY #4698 (WA),
MCKESSON CORPORATION,PEOPLES PHARMACY #3374 (CT),
SMITH DRUG COMPANY,WINN-DIXIE PHARMACY #1109 (AL),
BURLINGTON DRUG COMPANY INC,HARRIS TEETER PHARMACY #1357 (KS),
HD SMITH WHOLESALE DRUG CO,SUNRISE PHARMACY #6784 (TN),
HENRY SCHEIN INC,GOOD NEIGHBOR PHARMACY #7379 (WA),
VALUEDRUGCO,RITE AID #3760 (TX),
BURLINGTON DRUG COMPANY INC,RITE AID #1076 (RI),
MORRIS & DICKSON CO LLC,RITE AID #1394 (FL),
HD SMITH WHOLESALE DRUG CO,RITE AID #1322 (NH),
VALUEDRUGCO,SUNRISE PHARMACY #4395 (WA),
CARDINAL HEALTH INC,COMMUNITY PHARMACY #6619 (MT),
MCKESSON CORPORATION,GOOD NEIGHBOR PHARMACY #8533 (OH),
MIAMI-LUKEN INC,CORNER DRUG STORE #7541 (NE),
DIRECT RX,WALGREENS #5297 (MT),
BELLCO DRUG CORP,QUALITY CARE PHARMACY #8930 (ID),
MORRIS & DICKSON CO LLC,PEOPLES PHARMACY #6594 (KY),
BURLINGTON DRUG COMPANY INC,VILLAGE PHARMACY #6788 (NE),
DIRECT RX,WINN-DIXIE PHARMACY #8056 (ND),
NATIONAL WHOLESALE DRUG CO INC,COMMUNITY PHARMACY #2294 (TN),
KINRAY LLC,PEOPLES PHARMACY #7557 (OH),
DAKOTA DRUG INC,KROGER PHARMACY #9348 (RI),
SMITH DRUG COMPANY,PUBLIX PHARMACY #1430 (ID),
AMERISOURCEBERGEN DRUG CORP,COMMUNITY PHARMACY #9849 (AK),
CARDINAL HEALTH INC,HEALTH MART PHARMACY #4585 (MI),
CARDINAL HEALTH INC,COMMUNITY PHARMACY #6047 (VA),
VALUEDRUGCO,PEOPLES PHARMACY #1060 (VT),
DIRECT RX,CORNER DRUG STORE #4123 (OH),
MORRIS & DICKSON CO LLC,PUBLIX PHARMACY #5797 (OR),
MIAMI-LUKEN INC,HARRIS TEETER PHARMACY #8462 (AZ),
MORRIS & DICKSON CO LLC,HARRIS TEETER PHARMACY #2468 (MN),
PRESCRIPTION SUPPLY INC,KROGER PHARMACY #4300 (VA),
GULF COAST MEDICAL SUPPLY,CORNER DRUG STORE #8634 (AZ),
NATIONAL WHOLESALE DRUG CO INC,PUBLIX PHARMACY #5454 (LA),
DAKOTA DRUG INC,FAMILY CARE PHARMACY #8944 (CA),
KINRAY LLC,HARRIS TEETER PHARMACY #4455 (NM),
BURLINGTON DRUG COMPANY INC,WALGREENS #1766 (IA),
BELLCO DRUG CORP,FAMILY CARE PHARMACY #7018 (MT),
HD SMITH WHOLESALE DRUG CO,PUBLIX PHARMACY #4858 (OR),
DIRECT RX,CVS PHARMACY #2418 (CO),
DAKOTA DRUG INC,WINN-DIXIE PHARMACY #8389 (RI),
MCKESSON CORPORATION,WALGREENS #2651 (GA),
MORRIS & DICKSON CO LLC,QUALITY CARE PHARMACY #3035 (NY),
HENRY SCHEIN INC,PEOPLES PHARMACY #2188 (IA),
DIRECT RX,HARRIS TEETER PHARMACY #4342 (ME),
PENN PHARMACEUTICAL SERVICES INC,QUALITY CARE PHARMACY #1509 (MO),
GULF COAST MEDICAL SUPPLY,HOMETOWN PHARMACY #4342 (MI),
CARDINAL HEALTH INC,WINN-DIXIE PHARMACY #7794 (AZ),
MIAMI-LUKEN INC,COMMUNITY PHARMACY #6619 (MT),
AMERISOURCEBERGEN DRUG CORP,KROGER PHARMACY #6846 (SC),
VALUEDRUGCO,COMMUNITY PHARMACY #7647 (MI),
VALUEDRUGCO,MAIN STREET PHARMACY #1915 (AZ),
HD SMITH WHOLESALE DRUG CO,WINN-DIXIE PHARMACY #1281 (AZ),
MCKESSON CORPORATION,WALMART PHARMACY #8242 (NJ),
SMITH DRUG COMPANY,QUALITY CARE PHARMACY #3706 (PA),
KEYSOURCE MEDICAL INC,MAIN STREET PHARMACY #4485 (HI),
BELLCO DRUG CORP,SUNRISE PHARMACY #8451 (IN),
PRESCRIPTION SUPPLY INC,COMMUNITY PHARMACY #4723 (MS),
BELLCO DRUG CORP,CVS PHARMACY #7228 (FL),
CARDINAL HEALTH INC,WINN-DIXIE PHARMACY #2725 (MO),
KEYSOURCE MEDICAL INC,FAMILY CARE PHARMACY #9927 (AK),
SMITH DRUG COMPANY,HEALTH MART PHARMACY #2396 (NY),
CARDINAL HEALTH INC,COMMUNITY PHARMACY #5066 (OK),
CARDINAL HEALTH INC,KROGER PHARMACY #5892 (NJ),
KINRAY LLC,QUALITY CARE PHARMACY #8298 (CO),
DAKOTA DRUG INC,HEALTH MART PHARMACY #1058 (ME),
KEYSOURCE MEDICAL INC,KROGER PHARMACY #5322 (OH),
AMERISOURCEBERGEN DRUG CORP,CORNER DRUG STORE #7018 (MO),
HENRY SCHEIN INC,WALMART PHARMACY #9460 (CT),
BURLINGTON DRUG COMPANY INC,WINN-DIXIE PHARMACY #5416 (AL),
MCKESSON CORPORATION,RITE AID #8098 (HI),
DAKOTA DRUG INC,WALGREENS #5846 (PA),
BELLCO DRUG CORP,RITE AID #6586 (RI),
KINRAY LLC,WINN-DIXIE PHARMACY #4645 (CA),
ANDA INC,FAMILY CARE PHARMACY #4923 (AL),
GULF COAST MEDICAL SUPPLY,KROGER PHARMACY #9282 (UT),
MIAMI-LUKEN INC,KROGER PHARMACY #8403 (NV),
KINRAY LLC,HARRIS TEETER PHARMACY #1501 (MO),
BELLCO DRUG CORP,PEOPLES PHARMACY #6894 (WA),
HD SMITH WHOLESALE DRUG CO,WALGREENS #9103 (IA),
MORRIS & DICKSON CO LLC,CORNER DRUG STORE #1668 (CO),
NATIONAL WHOLESALE DRUG CO INC,MAIN STREET PHARMACY #2472 (ND),
CARDINAL HEALTH INC,HARRIS TEETER PHARMACY #8108 (VA),
AMERISOURCEBERGEN DRUG CORP,GOOD NEIGHBOR PHARMACY #7534 (MS),
MORRIS & DICKSON CO LLC,HOMETOWN PHARMACY #8463 (NY),
VALUEDRUGCO,WALGREENS #6014 (MI),
BELLCO DRUG CORP,HEALTH MART PHARMACY #8078 (NY),
HENRY SCHEIN INC,RITE AID #5067 (NM),
AMERISOURCEBERGEN DRUG CORP,SUNRISE PHARMACY #1679 (NY),
PENN PHARMACEUTICAL SERVICES INC,COMMUNITY PHARMACY #9756 (AR),
KEYSOURCE MEDICAL INC,KROGER PHARMACY #1191 (GA),
PENN PHARMACEUTICAL SERVICES INC,COMMUNITY PHARMACY #6495 (IA),
HD SMITH WHOLESALE DRUG CO,PUBLIX PHARMACY #2516 (UT),
PENN PHARMACEUTICAL SERVICES INC,KROGER PHARMACY #5241 (NH),
ANDA INC,QUALITY CARE PHARMACY #3657 (CO),
DIRECT RX,CVS PHARMACY #6414 (OK),
HD SMITH WHOLESALE DRUG CO,COMMUNITY PHARMACY #1287 (NE),
VALUEDRUGCO,SUNRISE PHARMACY #8545 (UT),
CARDINAL HEALTH INC,PEOPLES PHARMACY #5452 (MT),
PRESCRIPTION SUPPLY INC,RITE AID #4103 (MS),
HENRY SCHEIN INC,HOMETOWN PHARMACY #6092 (RI),
MORRIS & DICKSON CO LLC,RITE AID #5067 (NM),
PRESCRIPTION SUPPLY INC,QUALITY CARE PHARMACY #5421 (WA),
MCKESSON CORPORATION,PEOPLES PHARMACY #3259 (MA),
MCKESSON CORPORATION,HOMETOWN PHARMACY #2097 (OH),
DAKOTA DRUG INC,KROGER PHARMACY #7238 (CO),
MORRIS & DICKSON CO LLC,CVS PHARMACY #3850 (FL),
ANDA INC,HOMETOWN PHARMACY #1125 (MA),
CARDINAL HEALTH INC,WALMART PHARMACY #3071 (ID),
NATIONAL WHOLESALE DRUG CO INC,HOMETOWN PHARMACY #8719 (SD),
KEYSOURCE MEDICAL INC,FAMILY CARE PHARMACY #8358 (KS),
AMERISOURCEBERGEN DRUG CORP,VILLAGE PHARMACY #9720 (VA),
KEYSOURCE MEDICAL INC,RITE AID #4586 (MO),
PENN PHARMACEUTICAL SERVICES INC,WALMART PHARMACY #4290 (NM),
KINRAY LLC,HEALTH MART PHARMACY #7444 (AK),
AMERISOURCEBERGEN DRUG CORP,HARRIS TEETER PHARMACY #5008 (MA),
MORRIS & DICKSON CO LLC,QUALITY CARE PHARMACY #9242 (KY),
GULF COAST MEDICAL SUPPLY,HARRIS TEETER PHARMACY #9496 (ND),
HENRY SCHEIN INC,WALMART PHARMACY #2370 (MA),
VALUEDRUGCO,HOMETOWN PHARMACY #2766 (WV),
DIRECT RX,WINN-DIXIE PHARMACY #9562 (MN),
PENN PHARMACEUTICAL SERVICES INC,CORNER DRUG STORE #4176 (MO),
KEYSOURCE MEDICAL INC,CORNER DRUG STORE #6481 (MD),
PENN PHARMACEUTICAL SERVICES INC,GOOD NEIGHBOR PHARMACY #7171 (MA),
ANDA INC,MAIN STREET PHARMACY #1903 (WA),
KINRAY LLC,QUALITY CARE PHARMACY #4508 (MS),
DIRECT RX,CVS PHARMACY #6802 (MT),
DIRECT RX,WALGREENS #7353 (OK),
KEYSOURCE MEDICAL INC,PEOPLES PHARMACY #8598 (TX),
KEYSOURCE MEDICAL INC,CORNER DRUG STORE #6774 (AK),
GULF COAST MEDICAL SUPPLY,WINN-DIXIE PHARMACY #3694 (FL),
MCKESSON CORPORATION,WALGREENS #2585 (SD),
PRESCRIPTION SUPPLY INC,HEALTH MART PHARMACY #4585 (MI),
BELLCO DRUG CORP,CVS PHARMACY #3462 (VT),
DIRECT RX,RITE AID #4432 (ID),
DAKOTA DRUG INC,VILLAGE PHARMACY #3051 (SD),
PENN PHARMACEUTICAL SERVICES INC,WALGREENS #7469 (WV),
BELLCO DRUG CORP,HOMETOWN PHARMACY #4342 (MI),
DIRECT RX,HOMETOWN PHARMACY #6803 (CA),
BURLINGTON DRUG COMPANY INC,HEALTH MART PHARMACY #8894 (WI),
MCKESSON CORPORATION,RITE AID #6846 (TX),
MCKESSON CORPORATION,SUNRISE PHARMACY #6542 (PA),
MORRIS & DICKSON CO LLC,RITE AID #8791 (VA),
CARDINAL HEALTH INC,PUBLIX PHARMACY #6713 (MA),
BURLINGTON DRUG COMPANY INC,CORNER DRUG STORE #5475 (IA),
VALUEDRUGCO,VILLAGE PHARMACY #7192 (SC),
SMITH DRUG COMPANY,WALGREENS #7427 (WY),
SMITH DRUG COMPANY,WINN-DIXIE PHARMACY #3643 (MI),
CARDINAL HEALTH INC,PUBLIX PHARMACY #5701 (MA),
SMITH DRUG COMPANY,PUBLIX PHARMACY #2516 (UT),
MORRIS & DICKSON CO LLC,CORNER DRUG STORE #7541 (NE),
KINRAY LLC,WINN-DIXIE PHARMACY #4828 (HI),
KINRAY LLC,CORNER DRUG STORE #6992 (CA),
BURLINGTON DRUG COMPANY INC,HEALTH MART PHARMACY #4870 (AR),
HENRY SCHEIN INC,HARRIS TEETER PHARMACY #6458 (CO),
ANDA INC,WALMART PHARMACY #9182 (AZ),
MORRIS & DICKSON CO LLC,WALMART PHARMACY #2519 (SC),
BELLCO DRUG CORP,SUNRISE PHARMACY #7243 (WV),
MCKESSON CORPORATION,MEDICO PHARMACY #3698 (MS),
GULF COAST MEDICAL SUPPLY,KROGER PHARMACY #9499 (WI),
SMITH DRUG COMPANY,WALGREENS #9353 (NM),
PENN PHARMACEUTICAL SERVICES INC,GOOD NEIGHBOR PHARMACY #9148 (MO),
MCKESSON CORPORATION,WALMART PHARMACY #2428 (AK),
HENRY SCHEIN INC,PUBLIX PHARMACY #4667 (DE),
KEYSOURCE MEDICAL INC,VILLAGE PHARMACY #5361 (OR),
HENRY SCHEIN INC,GOOD NEIGHBOR PHARMACY #8856 (IA),
HD SMITH WHOLESALE DRUG CO,MAIN STREET PHARMACY #3156 (NE),
HD SMITH WHOLESALE DRUG CO,CORNER DRUG STORE #3522 (WI),
DIRECT RX,QUALITY CARE PHARMACY #5421 (WA),
KINRAY LLC,SUNRISE PHARMACY #6128 (IL),
PRESCRIPTION SUPPLY INC,CORNER DRUG STORE #1602 (ND),
BURLINGTON DRUG COMPANY INC,PUBLIX PHARMACY #2736 (ME),
MCKESSON CORPORATION,RITE AID #5248 (NV),
SMITH DRUG COMPANY,CORNER DRUG STORE #4480 (IN),
DAKOTA DRUG INC,HARRIS TEETER PHARMACY #7994 (CT),
DIRECT RX,PEOPLES PHARMACY #1635 (SD),
BELLCO DRUG CORP,PEOPLES PHARMACY #8170 (VA),
CARDINAL HEALTH INC,CVS PHARMACY #1738 (DE),
MIAMI-LUKEN INC,HOMETOWN PHARMACY #9727 (AK),
PENN PHARMACEUTICAL SERVICES INC,MEDICO PHARMACY #2099 (NJ),
KEYSOURCE MEDICAL INC,PUBLIX PHARMACY #8639 (OH),
MIAMI-LUKEN INC,RITE AID #1519 (NM),
KINRAY LLC,COMMUNITY PHARMACY #3782 (NC),
PENN PHARMACEUTICAL SERVICES INC,RITE AID #2643 (LA),
KINRAY LLC,WINN-DIXIE PHARMACY #8561 (LA),
PRESCRIPTION SUPPLY INC,HARRIS TEETER PHARMACY #6004 (OK),
MORRIS & DICKSON CO LLC,FAMILY CARE PHARMACY #4875 (WY),
DAKOTA DRUG INC,KROGER PHARMACY #3095 (DE),
PRESCRIPTION SUPPLY INC,KROGER PHARMACY #4103 (MA),
NATIONAL WHOLESALE DRUG CO INC,SUNRISE PHARMACY #9264 (RI),
MCKESSON CORPORATION,QUALITY CARE PHARMACY #6849 (ID),
SMITH DRUG COMPANY,WALGREENS #8595 (PA),
KINRAY LLC,SUNRISE PHARMACY #7916 (MT),
CARDINAL HEALTH INC,KROGER PHARMACY #9531 (NJ),
NATIONAL WHOLESALE DRUG CO INC,QUALITY CARE PHARMACY #8747 (MN),
AMERISOURCEBERGEN DRUG CORP,RITE AID #3474 (IL),
MIAMI-LUKEN INC,WINN-DIXIE PHARMACY #1109 (AL),
DIRECT RX,KROGER PHARMACY #5346 (MA),
MORRIS & DICKSON CO LLC,WALGREENS #4047 (WI),
GULF COAST MEDICAL SUPPLY,SUNRISE PHARMACY #3285 (MN),
MORRIS & DICKSON CO LLC,GOOD NEIGHBOR PHARMACY #7171 (MA),
NATIONAL WHOLESALE DRUG CO INC,PUBLIX PHARMACY #4858 (OR),
SMITH DRUG COMPANY,FAMILY CARE PHARMACY #6668 (KS),
BELLCO DRUG CORP,RITE AID #8098 (HI),
BURLINGTON DRUG COMPANY INC,MEDICO PHARMACY #5021 (MT),
VALUEDRUGCO,WALMART PHARMACY #4015 (SC),
HENRY SCHEIN INC,HEALTH MART PHARMACY #8159 (AL),
SMITH DRUG COMPANY,HEALTH MART PHARMACY #5047 (TX),
ANDA INC,MAIN STREET PHARMACY #6973 (LA),
ANDA INC,QUALITY CARE PHARMACY #8571 (NV),
AMERISOURCEBERGEN DRUG CORP,COMMUNITY PHARMACY #1287 (NE),
MORRIS & DICKSON CO LLC,CVS PHARMACY #1577 (AR),
DAKOTA DRUG INC,HOMETOWN PHARMACY #6032 (SC),
KEYSOURCE MEDICAL INC,QUALITY CARE PHARMACY #8047 (TX),
MIAMI-LUKEN INC,CVS PHARMACY #2363 (AZ),
DAKOTA DRUG INC,QUALITY CARE PHARMACY #5311 (NM),
HD SMITH WHOLESALE DRUG CO,QUALITY CARE PHARMACY #9889 (WY),
AMERISOURCEBERGEN DRUG CORP,HEALTH MART PHARMACY #7087 (VA),
BELLCO DRUG CORP,GOOD NEIGHBOR PHARMACY #7166 (WA),
CARDINAL HEALTH INC,HOMETOWN PHARMACY #7488 (TN),
ANDA INC,WALGREENS #7611 (WA),
CARDINAL HEALTH INC,COMMUNITY PHARMACY #2700 (OK),
SMITH DRUG COMPANY,FAMILY CARE PHARMACY #7438 (PA),
HD SMITH WHOLESALE DRUG CO,CORNER DRUG STORE #1973 (TX),
HD SMITH WHOLESALE DRUG CO,HOMETOWN PHARMACY #4303 (KS),
KEYSOURCE MEDICAL INC,HARRIS TEETER PHARMACY #4694 (CA),
CARDINAL HEALTH INC,QUALITY CARE PHARMACY #1048 (SD),
BELLCO DRUG CORP,WINN-DIXIE PHARMACY #9226 (CT),
DIRECT RX,CORNER DRUG STORE #2806 (IA),
MIAMI-LUKEN INC,PUBLIX PHARMACY #4667 (DE),
PENN PHARMACEUTICAL SERVICES INC,GOOD NEIGHBOR PHARMACY #5417 (HI),
CARDINAL HEALTH INC,HOMETOWN PHARMACY #3673 (VA),
MORRIS & DICKSON CO LLC,WALMART PHARMACY #5307 (MS),
NATIONAL WHOLESALE DRUG CO INC,VILLAGE PHARMACY #9964 (OH),
AMERISOURCEBERGEN DRUG CORP,HOMETOWN PHARMACY #3657 (IN),
PENN PHARMACEUTICAL SERVICES INC,VILLAGE PHARMACY #9964 (OH),
DIRECT RX,HOMETOWN PHARMACY #8558 (MA),
HD SMITH WHOLESALE DRUG CO,WALMART PHARMACY #9083 (WA),
ANDA INC,HEALTH MART PHARMACY #2149 (CA),
BELLCO DRUG CORP,MAIN STREET PHARMACY #7936 (WY),
MCKESSON CORPORATION,QUALITY CARE PHARMACY #7561 (KY),
NATIONAL WHOLESALE DRUG CO INC,HEALTH MART PHARMACY #2027 (VT),
BELLCO DRUG CORP,PUBLIX PHARMACY #6713 (MA),
KEYSOURCE MEDICAL INC,HARRIS TEETER PHARMACY #7528 (IN),
VALUEDRUGCO,FAMILY CARE PHARMACY #3467 (KY),
MIAMI-LUKEN INC,WINN-DIXIE PHARMACY #9341 (ND),
MIAMI-LUKEN INC,HOMETOWN PHARMACY #8719 (SD),
PRESCRIPTION SUPPLY INC,KROGER PHARMACY #9652 (OH),
HD SMITH WHOLESALE DRUG CO,MAIN STREET PHARMACY #6441 (AR),
BELLCO DRUG CORP,WINN-DIXIE PHARMACY #7481 (NV),
DAKOTA DRUG INC,PUBLIX PHARMACY #9681 (MD),
BELLCO DRUG CORP,COMMUNITY PHARMACY #7241 (LA),
MIAMI-LUKEN INC,HEALTH MART PHARMACY #2342 (HI),
MORRIS & DICKSON CO LLC,MEDICO PHARMACY #9833 (TN),
NATIONAL WHOLESALE DRUG CO INC,MAIN STREET PHARMACY #5125 (CO),
VALUEDRUGCO,RITE AID #9212 (MO),
BELLCO DRUG CORP,HEALTH MART PHARMACY #9934 (OR),
MORRIS & DICKSON CO LLC,PUBLIX PHARMACY #9124 (DE),
BURLINGTON DRUG COMPANY INC,SUNRISE PHARMACY #5636 (TX),
DAKOTA DRUG INC,RITE AID #4103 (MS),
HENRY SCHEIN INC,HOMETOWN PHARMACY #7107 (WY),
BELLCO DRUG CORP,CVS PHARMACY #2572 (VT),
PENN PHARMACEUTICAL SERVICES INC,CVS PHARMACY #1770 (OR),
HD SMITH WHOLESALE DRUG CO,VILLAGE PHARMACY #4294 (PA),
BELLCO DRUG CORP,MAIN STREET PHARMACY #6319 (OH),
MORRIS & DICKSON CO LLC,COMMUNITY PHARMACY #6619 (MT),
HD SMITH WHOLESALE DRUG CO,VILLAGE PHARMACY #2001 (NY),
BURLINGTON DRUG COMPANY INC,MEDICO PHARMACY #9170 (VT),
DAKOTA DRUG INC,WINN-DIXIE PHARMACY #3205 (WA),
MIAMI-LUKEN INC,MEDICO PHARMACY #6550 (VA),
DAKOTA DRUG INC,HOMETOWN PHARMACY #6092 (RI),
SMITH DRUG COMPANY,QUALITY CARE PHARMACY #5230 (NM),
DIRECT RX,GOOD NEIGHBOR PHARMACY #2517 (AK),
HENRY SCHEIN INC,COMMUNITY PHARMACY #6944 (CT),
