src,dst,product
"Standard Diagnostics, Inc.",Sudan,"HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included"
site::GSK Ware (UK),S. BUYS WHOLESALER,Lamivudine
"site::Remedica, Limassol, Cyprus",IDA FOUNDATION,Sulfadoxine/Pyrimethamine
"site::Cipla, Goa, India",S. BUYS WHOLESALER,Lamivudine
"Orgenics, Ltd",Tanzania,"HIV 1/2, Determine HIV Kit, without Lancets"
"site::Aurobindo Unit VII, IN",Aurobindo Pharma Limited,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate
Aurobindo Pharma Limited,Cameroon,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate
HETERO LABS LIMITED,Ghana,Lamivudine/Tenofovir Disoproxil Fumarate
MICRO LABS LIMITED,Haiti,Lamivudine
ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Rwanda,Ritonavir
ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Guyana,Lopinavir/Ritonavir
"Orgenics, Ltd",Rwanda,"HIV 1/2, Determine Complete HIV Kit"
MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Rwanda,Atazanavir/Ritonavir
site::Bio-Rad Laboratories,BIO-RAD LABORATORIES (FRANCE),"HIV 1/2, Genie III Kit"
BIO-RAD LABORATORIES (FRANCE),Uganda,"HIV 1/2, Genie III Kit"
"Standard Diagnostics, Inc.",Sudan,"HIV 1/2, Bioline 3.0 Diluent, 25 Tests"
EMCURE PHARMACEUTICALS LTD,Haiti,Atazanavir/Ritonavir
STRIDES ARCOLAB LIMITED,Uganda,Efavirenz
MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Ethiopia,Efavirenz
ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Angola,Lopinavir/Ritonavir
"site::Janssen-Cilag, Latina, IT",JANSSEN SCIENCES IRELAND UC (FORMERLY JANSSEN R&D IRELAND),Etravirine
JANSSEN SCIENCES IRELAND UC (FORMERLY JANSSEN R&D IRELAND),Haiti,Etravirine
ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Cameroon,Lopinavir/Ritonavir
"site::Alere Medical Co., Ltd.",ACOUNS NIGERIA LTD,"HIV 1/2, Determine HIV Kit, without Lancets"
ACOUNS NIGERIA LTD,Nigeria,"HIV 1/2, Determine HIV Kit, without Lancets"
ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Nigeria,Ritonavir
MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),Côte d'Ivoire,Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate
CIPLA LIMITED,Guyana,Lopinavir/Ritonavir
"site::Cipla, Patalganga, India",CIPLA LIMITED,Abacavir/Lamivudine
CIPLA LIMITED,Zambia,Abacavir/Lamivudine
"site::Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, ImmunoComb II BiSpot EIA Kit"
"Orgenics, Ltd",Mali,"HIV 1/2, ImmunoComb II BiSpot EIA Kit"
MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Uganda,Atazanavir/Ritonavir
EMCURE PHARMACEUTICALS LTD,Uganda,Atazanavir
AMSTELFARMA B.V.,Afghanistan,Sulfadoxine/Pyrimethamine
Aurobindo Pharma Limited,Dominican Republic,Didanosine
HETERO LABS LIMITED,Uganda,Lamivudine
JANSSEN SCIENCES IRELAND UC (FORMERLY JANSSEN R&D IRELAND),Haiti,Darunavir
HETERO LABS LIMITED,Tanzania,Lamivudine/Zidovudine
site::INVERNESS ANY,"Orgenics, Ltd","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs"
"Orgenics, Ltd",Swaziland,"HIV, Lancet, Safety, for HIV Test kits, 100 Pcs"
MICRO LABS LIMITED,Rwanda,Nevirapine
Aurobindo Pharma Limited,Haiti,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate
site::INVERNESS ANY,REINBOLD EXPORT IMPORT,"HIV 1/2, Determine Kit without Lancets, Buffer or Capillary Tubes, 100 Tests"
REINBOLD EXPORT IMPORT,Haiti,"HIV 1/2, Determine Kit without Lancets, Buffer or Capillary Tubes, 100 Tests"
site::Bristol-Myers Squibb Anagni IT,S. BUYS WHOLESALER,Stavudine
STRIDES ARCOLAB LIMITED,Ghana,Efavirenz
"Orgenics, Ltd",Uganda,"HIV, Capillary Tubes, for Determine, EDTA, 50uL,100 Pcs"
"Standard Diagnostics, Inc.",Rwanda,"HIV 1/2, Bioline 3.0 Kit (no accessories)"
Aurobindo Pharma Limited,Uganda,Didanosine
CIPLA LIMITED,Cameroon,Lamivudine/Nevirapine/Zidovudine
Aurobindo Pharma Limited,Rwanda,Zidovudine
"site::Alere Medical Co., Ltd.","Orgenics, Ltd","HIV, Lancet, Safety, for HIV Test kits, 100 Pcs"
ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Haiti,Ritonavir
"Orgenics, Ltd",Botswana,"HIV 1/2, Determine Complete HIV Kit"
"site::Cipla, Patalganga, India",S. BUYS WHOLESALER,Abacavir
HETERO LABS LIMITED,Cameroon,Lamivudine/Tenofovir Disoproxil Fumarate
Aurobindo Pharma Limited,Dominican Republic,Lopinavir/Ritonavir
LAWRENCE LABORATORIES (SUBSIDIARY OF BRISTOL MYERS SQUIBB),Zimbabwe,Didanosine
MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Zimbabwe,Lamivudine/Nevirapine/Zidovudine
EMCURE PHARMACEUTICALS LTD,Rwanda,Atazanavir/Ritonavir
"site::Guilin OSD site, No 17, China",IMRES B.V.,Sulfadoxine/Pyrimethamine
IMRES B.V.,"Congo, DRC",Sulfadoxine/Pyrimethamine
"site::Mylan,  H-12 & H-13, India",MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate
MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Namibia,Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate
site::Mylan (formerly Matrix) Nashik,S. BUYS WHOLESALER,Zidovudine
"site::Cipla, Kurkumbh, India",CIPLA LIMITED,Lamivudine/Tenofovir Disoproxil Fumarate
CIPLA LIMITED,Cameroon,Lamivudine/Tenofovir Disoproxil Fumarate
"site::Emcure Plot No.P-2, I.T-B.T. Park, Phase II, MIDC, Hinjwadi, Pune, India",EMCURE PHARMACEUTICALS LTD,Efavirenz
EMCURE PHARMACEUTICALS LTD,Rwanda,Efavirenz
CIPLA LIMITED,Haiti,Efavirenz
site::GSK Barnard Castle UK,GLAXOSMITHKLINE EXPORT LIMITED,Zidovudine
GLAXOSMITHKLINE EXPORT LIMITED,Guatemala,Zidovudine
HETERO LABS LIMITED,Zimbabwe,Lamivudine/Tenofovir Disoproxil Fumarate
Aurobindo Pharma Limited,"Congo, DRC",Zidovudine
MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),Haiti,Efavirenz
Aurobindo Pharma Limited,Ghana,Lamivudine
"site::Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, DoubleCheck Gold Kit"
"Orgenics, Ltd","Congo, DRC","HIV 1/2, DoubleCheck Gold Kit"
"site::Alere Medical Co., Ltd.",REINBOLD EXPORT IMPORT,"HIV 1/2, Determine Complete HIV Kit"
MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Rwanda,Abacavir/Lamivudine
"site::Janssen-Cilag, Latina, IT",S. BUYS WHOLESALER,Darunavir
S. BUYS WHOLESALER,South Africa,Darunavir
Aurobindo Pharma Limited,South Africa,Abacavir
HETERO LABS LIMITED,Rwanda,Lamivudine/Tenofovir Disoproxil Fumarate
LAWRENCE LABORATORIES (SUBSIDIARY OF BRISTOL MYERS SQUIBB),Haiti,Didanosine
CIPLA LIMITED,Nigeria,Abacavir/Lamivudine
JANSSEN SCIENCES IRELAND UC (FORMERLY JANSSEN R&D IRELAND),Uganda,Etravirine
MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Ghana,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate
STRIDES ARCOLAB LIMITED,Vietnam,Efavirenz
Orasure Technologies Inc.,Mali,"HIV, OraQuick Controls Kit, 3 Vials"
Aurobindo Pharma Limited,Cameroon,Lamivudine/Nevirapine/Zidovudine
MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Ghana,Lamivudine/Zidovudine
Aurobindo Pharma Limited,Cameroon,Zidovudine
EMCURE PHARMACEUTICALS LTD,Uganda,Atazanavir/Ritonavir
STRIDES ARCOLAB LIMITED,Vietnam,Lamivudine
LAWRENCE LABORATORIES (SUBSIDIARY OF BRISTOL MYERS SQUIBB),Côte d'Ivoire,Didanosine
"site::Cipla, Goa, India",S. BUYS WHOLESALER,Zidovudine
"site::Aurobindo Unit III, India",Aurobindo Pharma Limited,Abacavir/Lamivudine
Aurobindo Pharma Limited,Côte d'Ivoire,Abacavir/Lamivudine
site::Hetero Unit III Hyderabad IN,HETERO LABS LIMITED,Stavudine
HETERO LABS LIMITED,Vietnam,Stavudine
"Orgenics, Ltd",Liberia,"HIV 1/2, Determine Complete HIV Kit"
MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Cameroon,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate
site::Bio-Rad Laboratories,BIO-RAD LABORATORIES (FRANCE),"HIV, Multispot HIV-1/HIV-2 Rapid Test Kit"
BIO-RAD LABORATORIES (FRANCE),Uganda,"HIV, Multispot HIV-1/HIV-2 Rapid Test Kit"
Aurobindo Pharma Limited,Guyana,Lopinavir/Ritonavir
STRIDES ARCOLAB LIMITED,Zimbabwe,Nevirapine
HETERO LABS LIMITED,Rwanda,Tenofovir Disoproxil Fumarate
Aurobindo Pharma Limited,Haiti,Stavudine
HETERO LABS LIMITED,Zambia,Efavirenz
"site::Micro Labs, Hosur, India",THE MEDICAL EXPORT GROUP BV,Chloroquine base (as phosphate)
THE MEDICAL EXPORT GROUP BV,Haiti,Chloroquine base (as phosphate)
MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Uganda,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate
site::Roche Madrid,S. BUYS WHOLESALER,Saquinavir
CIPLA LIMITED,Haiti,Abacavir
CIPLA LIMITED,Vietnam,Lamivudine/Nevirapine/Zidovudine
CIPLA LIMITED,Haiti,Lamivudine/Tenofovir Disoproxil Fumarate
HETERO LABS LIMITED,Haiti,Lamivudine/Nevirapine/Zidovudine
"Orgenics, Ltd",Cameroon,"HIV 1/2, Determine Complete HIV Kit"
MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),Côte d'Ivoire,Indinavir
CIPLA LIMITED,Zambia,Lamivudine/Nevirapine/Stavudine
site::Roche Madrid,Hoffmann-La Roche ltd Basel,Saquinavir
"site::Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, ImmunoComb TriSpot Ag - Ab Kit"
"Orgenics, Ltd",Mali,"HIV 1/2, ImmunoComb TriSpot Ag - Ab Kit"
"Orgenics, Ltd",Zimbabwe,"Chase Buffer, Determine, 100 Tests, 2.5ml x 1 Vial"
MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Uganda,Lamivudine/Nevirapine/Zidovudine
"site::Micro Labs, Hosur, India",ACTION MEDEOR E.V.,Sulfadoxine/Pyrimethamine
ACTION MEDEOR E.V.,"Congo, DRC",Sulfadoxine/Pyrimethamine
Aurobindo Pharma Limited,Côte d'Ivoire,Zidovudine
Aurobindo Pharma Limited,Uganda,Lopinavir/Ritonavir
"site::Janssen-Cilag, Latina, IT",S. BUYS WHOLESALER,Etravirine
S. BUYS WHOLESALER,South Africa,Etravirine
AMSTELFARMA B.V.,Haiti,Sulfadoxine/Pyrimethamine
Aurobindo Pharma Limited,Côte d'Ivoire,Nevirapine
MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Cameroon,Zidovudine
"site::Gland Pharma, Hyderabad, IN",IMRES B.V.,Quinine (as dihydrochloride)
IMRES B.V.,Afghanistan,Quinine (as dihydrochloride)
Aurobindo Pharma Limited,Haiti,Lamivudine
HETERO LABS LIMITED,Haiti,Tenofovir Disoproxil Fumarate
HETERO LABS LIMITED,Haiti,Zidovudine
"site::Cipla, Goa, India",CIPLA LIMITED,Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate
CIPLA LIMITED,Ghana,Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate
HETERO LABS LIMITED,Uganda,Nevirapine
"site::KHB Test Kit Facility, Shanghai China","SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)","HIV 1/2, Colloidal Gold, Diagnostic Kit Set (includes lancet, transfer pipette & alcohol prep pad)"
"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)",Kenya,"HIV 1/2, Colloidal Gold, Diagnostic Kit Set (includes lancet, transfer pipette & alcohol prep pad)"
HETERO LABS LIMITED,Burkina Faso,Lamivudine
"site::Cipla, Goa, India",S. BUYS WHOLESALER,Tenofovir Disoproxil Fumarate
HETERO LABS LIMITED,Uganda,Lamivudine/Tenofovir Disoproxil Fumarate
Aurobindo Pharma Limited,Rwanda,Abacavir
site::Hetero Unit III Hyderabad IN,PHARMACY DIRECT,Efavirenz
"site::MSD Patheon, Canada",MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),Efavirenz
"Orgenics, Ltd",Lesotho,"HIV 1/2, Determine Complete HIV Kit"
HETERO LABS LIMITED,Tanzania,Nevirapine
"site::Medopharm Malur Factory, INDIA",AMSTELFARMA B.V.,Chloroquine base (as phosphate)
AMSTELFARMA B.V.,Haiti,Chloroquine base (as phosphate)
Hoffmann-La Roche ltd Basel,Uganda,Saquinavir
site::Chembio Diagnostics Sys. Inc.,"CHEMBIO DIAGNOSTIC SYSTEMS, INC.","HIV 1/2, Stat-Pak Buffer Only"
"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Guyana,"HIV 1/2, Stat-Pak Buffer Only"
site::GSK Cape Town Factory (South Africa),PHARMACY DIRECT,Lamivudine
Aurobindo Pharma Limited,Tanzania,Zidovudine
EMCURE PHARMACEUTICALS LTD,Dominican Republic,Atazanavir
site::ABBVIE (Abbott) Logis. UK,"RAININ INSTRUMENT, LLC.",Lopinavir/Ritonavir
"RAININ INSTRUMENT, LLC.",South Africa,Lopinavir/Ritonavir
Aurobindo Pharma Limited,Côte d'Ivoire,Didanosine
site::bioLytical Laboratories,BIOLYTICAL LABORATORIES INC.,"HIV 1/2, INSTI HIV 1/2 Antibody Kit"
BIOLYTICAL LABORATORIES INC.,Kenya,"HIV 1/2, INSTI HIV 1/2 Antibody Kit"
CIPLA LIMITED,Rwanda,Lamivudine
"site::MSD, Haarlem, NL","MSD LATIN AMERICA SERVICES, S. DE R.L. DE C.V.",Efavirenz
"MSD LATIN AMERICA SERVICES, S. DE R.L. DE C.V.",Haiti,Efavirenz
"Standard Diagnostics, Inc.",Sierra Leone,"HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included"
MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Zimbabwe,Lamivudine/Zidovudine
MICRO LABS LIMITED,"Congo, DRC",Lamivudine
"Trinity Biotech, Plc",Sierra Leone,"HIV 1/2, Uni-Gold HIV Kit"
Aurobindo Pharma Limited,Ghana,Nevirapine
STRIDES ARCOLAB LIMITED,Mozambique,Lamivudine/Stavudine
CIPLA LIMITED,Rwanda,Lamivudine/Stavudine
CIPLA LIMITED,Vietnam,Tenofovir Disoproxil Fumarate
"site::Emcure Plot No.P-2, I.T-B.T. Park, Phase II, MIDC, Hinjwadi, Pune, India",EMCURE PHARMACEUTICALS LTD,Nevirapine
EMCURE PHARMACEUTICALS LTD,Vietnam,Nevirapine
CIPLA LIMITED,South Africa,Abacavir
Aurobindo Pharma Limited,Angola,Efavirenz
"site::Strides, Bangalore, India.",STRIDES ARCOLAB LIMITED,Lamivudine/Nevirapine/Stavudine
STRIDES ARCOLAB LIMITED,Vietnam,Lamivudine/Nevirapine/Stavudine
"site::Aurobindo Unit III, India",Aurobindo Pharma Limited,Lamivudine/Zidovudine+Efavirenz
Aurobindo Pharma Limited,Swaziland,Lamivudine/Zidovudine+Efavirenz
"site::Cipla, Patalganga, India",CIPLA LIMITED,Nevirapine
CIPLA LIMITED,Côte d'Ivoire,Nevirapine
"site::Cipla, Goa, India",CIPLA LIMITED,Zidovudine
CIPLA LIMITED,Haiti,Zidovudine
"site::Alere Medical Co., Ltd.",WAGENIA,"HIV 1/2, Determine Kit without Lancets, Buffer or Capillary Tubes, 100 Tests"
WAGENIA,"Congo, DRC","HIV 1/2, Determine Kit without Lancets, Buffer or Capillary Tubes, 100 Tests"
MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Uganda,Lamivudine/Zidovudine
HETERO LABS LIMITED,Vietnam,Lamivudine/Nevirapine/Zidovudine
Aurobindo Pharma Limited,Ghana,Efavirenz
Aurobindo Pharma Limited,South Sudan,Nevirapine
BIO-RAD LABORATORIES (FRANCE),Côte d'Ivoire,"HIV 1/2, Genie III Kit"
MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Zambia,Zidovudine
HETERO LABS LIMITED,Zimbabwe,Nevirapine
MICRO LABS LIMITED,Uganda,Efavirenz
HETERO LABS LIMITED,Rwanda,Lamivudine/Nevirapine/Stavudine
CIPLA LIMITED,Haiti,Lamivudine/Stavudine
STRIDES ARCOLAB LIMITED,Haiti,Lamivudine/Nevirapine/Zidovudine
"site::Aurobindo Unit VII, IN",Aurobindo Pharma Limited,Efavirenz
"Orgenics, Ltd",Cameroon,"Chase Buffer, Determine, 100 Tests, 2.5ml x 1 Vial"
HETERO LABS LIMITED,Senegal,Lamivudine
"site::Access BIO, L.C.","ACCESS BIO, INC.","Malaria, Antigen P.f., HRP2 CareStart Kit"
"ACCESS BIO, INC.",Haiti,"Malaria, Antigen P.f., HRP2 CareStart Kit"
"CHEMBIO DIAGNOSTIC SYSTEMS, INC.",Côte d'Ivoire,"HIV 1/2, Stat-Pak Buffer Only"
Aurobindo Pharma Limited,Cameroon,Lamivudine/Tenofovir Disoproxil Fumarate
MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Ethiopia,Lamivudine
MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),Rwanda,Indinavir
CIPLA LIMITED,Rwanda,Tenofovir Disoproxil Fumarate
"Trinity Biotech, Plc",Dominican Republic,"HIV 1/2, Uni-Gold HIV Kit"
"Standard Diagnostics, Inc.",Liberia,"HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included"
"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)",Burundi,"HIV 1/2, Colloidal Gold, Diagnostic Kit, Antibody"
Aurobindo Pharma Limited,Haiti,Abacavir/Lamivudine
MICRO LABS LIMITED,Rwanda,Efavirenz
Aurobindo Pharma Limited,Tanzania,Abacavir
Aurobindo Pharma Limited,Ethiopia,Lopinavir/Ritonavir
"Trinity Biotech, Plc",Lesotho,"HIV 1/2, Uni-Gold HIV Kit"
"site::Aurobindo Unit VII, IN",Aurobindo Pharma Limited,Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate
Aurobindo Pharma Limited,Zambia,Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate
LAWRENCE LABORATORIES (SUBSIDIARY OF BRISTOL MYERS SQUIBB),Vietnam,Didanosine
MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Uganda,Abacavir/Lamivudine
CIPLA LIMITED,Vietnam,Zidovudine
"site::Cipla, Goa, India",S. BUYS WHOLESALER,Lamivudine/Nevirapine/Stavudine
S. BUYS WHOLESALER,South Africa,Lamivudine/Nevirapine/Stavudine
STRIDES ARCOLAB LIMITED,Haiti,Lamivudine/Stavudine
MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),Mozambique,Raltegravir
CIPLA LIMITED,Haiti,Lamivudine/Zidovudine
CIPLA LIMITED,Zimbabwe,Lamivudine/Tenofovir Disoproxil Fumarate
site::Mylan (formerly Matrix) Nashik,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Lopinavir/Ritonavir
MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Haiti,Lopinavir/Ritonavir
MICRO LABS LIMITED,Guyana,Efavirenz
ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Tanzania,Ritonavir
site::Hetero Unit III Hyderabad IN,HETERO LABS LIMITED,Lamivudine/Stavudine
HETERO LABS LIMITED,Haiti,Lamivudine/Stavudine
site::Mylan (formerly Matrix) Nashik,MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Atazanavir
MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Uganda,Atazanavir
site::Human Diagnostic,HUMAN GMBH,"HIV 1/2, HEXAGON Rapid HIV Kit"
HUMAN GMBH,Cameroon,"HIV 1/2, HEXAGON Rapid HIV Kit"
CIPLA LIMITED,Uganda,Lamivudine/Tenofovir Disoproxil Fumarate
EMCURE PHARMACEUTICALS LTD,South Africa,Efavirenz
"Orgenics, Ltd",Swaziland,"Chase Buffer, Determine, 100 Tests, 2.5ml x 1 Vial"
"Trinity Biotech, Plc",Angola,"HIV 1/2, Uni-Gold HIV Kit"
MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Swaziland,Efavirenz/Lamivudine/Tenofovir Disoproxil Fumarate
"site::BMS Evansville, US",IDIS LIMITED,Atazanavir
IDIS LIMITED,Dominican Republic,Atazanavir
"Orgenics, Ltd",Sierra Leone,"HIV 1/2, Determine Complete HIV Kit"
Premier Medical Corporation Ltd.,Botswana,"HIV 1/2/O, First Response HIV 1-2.0, v.3.0 Cards Kit"
"site::Hetero, Jadcherla, unit 5, IN",HETERO LABS LIMITED,Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate
HETERO LABS LIMITED,Botswana,Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate
"site::Janssen-Cilag, Latina, IT",ASPEN PHARMACARE,Darunavir
ASPEN PHARMACARE,Mozambique,Darunavir
"site::Aurobindo Unit VII, IN",PHARMACY DIRECT,Efavirenz/Emtricitabine/Tenofovir Disoproxil Fumarate
CIPLA LIMITED,Zimbabwe,Nevirapine
STRIDES ARCOLAB LIMITED,Haiti,Efavirenz
MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Tanzania,Abacavir
"site::Janssen-Cilag, Latina, IT",B&C GROUP S.A.,Etravirine
B&C GROUP S.A.,Uganda,Etravirine
CIPLA LIMITED,Haiti,Abacavir/Lamivudine
Aurobindo Pharma Limited,Zimbabwe,Lopinavir/Ritonavir
"site::Alere Medical Co., Ltd.","Standard Diagnostics, Inc.","Chase Buffer, Determine, 100 Tests, 2.5ml x 1 Vial"
"Standard Diagnostics, Inc.",Dominican Republic,"Chase Buffer, Determine, 100 Tests, 2.5ml x 1 Vial"
Aurobindo Pharma Limited,Rwanda,Lamivudine
"Orgenics, Ltd",Mali,"HIV, Lancet, Safety, for HIV Test kits, 100 Pcs"
"Orgenics, Ltd",Angola,"HIV 1/2, Determine Complete HIV Kit"
"Orgenics, Ltd","Congo, DRC","Chase Buffer, Determine, 100 Tests, 2.5ml x 1 Vial"
Aurobindo Pharma Limited,Côte d'Ivoire,Lopinavir/Ritonavir
"Standard Diagnostics, Inc.",Kenya,"HIV 1/2, Bioline 3.0 Kit, Lancets, Capillary pipets, Alcohol swabs included"
HETERO LABS LIMITED,Cameroon,Lamivudine
MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Dominican Republic,Tenofovir Disoproxil Fumarate
MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Haiti,Abacavir
Aurobindo Pharma Limited,Ghana,Lopinavir/Ritonavir
MERCK SHARP & DOHME IDEA GMBH (FORMALLY MERCK SHARP & DOHME B.V.),Haiti,Indinavir
"SHANGHAI KEHUA BIOENGINEERING CO.,LTD.  (KHB)",Botswana,"HIV 1/2, Colloidal Gold, Diagnostic Kit, Antibody"
"site::Janssen-Cilag, Latina, IT",B&C GROUP S.A.,Darunavir
B&C GROUP S.A.,Mozambique,Darunavir
HETERO LABS LIMITED,Cameroon,Nevirapine
Aurobindo Pharma Limited,Rwanda,Abacavir/Lamivudine
Aurobindo Pharma Limited,Guyana,Efavirenz
MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Ghana,Abacavir/Lamivudine
site::Bristol-Myers Squibb Anagni IT,BRISTOL-MYERS SQUIBB,Didanosine EC
BRISTOL-MYERS SQUIBB,Haiti,Didanosine EC
"Orgenics, Ltd",Guinea,"HIV 1/2, Determine Complete HIV Kit"
Aurobindo Pharma Limited,Tanzania,Lamivudine/Zidovudine
"Standard Diagnostics, Inc.",Dominican Republic,"HIV 1/2, Determine Complete HIV Kit"
MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Cameroon,Atazanavir/Ritonavir
MICRO LABS LIMITED,Zimbabwe,Efavirenz
Hoffmann-La Roche ltd Basel,Guatemala,Saquinavir
HETERO LABS LIMITED,Cameroon,Efavirenz
MICRO LABS LIMITED,Haiti,Nevirapine
"Trinity Biotech, Plc",Liberia,"HIV 1/2, Uni-Gold HIV Kit"
"site::Alere Medical Co., Ltd.","Orgenics, Ltd","HIV 1/2, Determine HIV Kit, without Lancets"
HETERO LABS LIMITED,Nigeria,Lamivudine/Tenofovir Disoproxil Fumarate
"site::BMS Evansville, US",LAWRENCE LABORATORIES (SUBSIDIARY OF BRISTOL MYERS SQUIBB),Atazanavir
LAWRENCE LABORATORIES (SUBSIDIARY OF BRISTOL MYERS SQUIBB),Rwanda,Atazanavir
Premier Medical Corporation Ltd.,Zimbabwe,"HIV 1/2/O, First Response HIV 1-2.0, v.3.0 Cards Kit"
HETERO LABS LIMITED,Zambia,Nevirapine
ABBVIE LOGISTICS (FORMERLY ABBOTT LOGISTICS BV),Burkina Faso,Ritonavir
BIO-RAD LABORATORIES (FRANCE),Mozambique,"HIV, Multispot HIV-1/HIV-2 Rapid Test Kit"
site::Mepro Pharm Wadhwan Unit II,IMRES B.V.,Quinine
IMRES B.V.,Afghanistan,Quinine
MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Ghana,Emtricitabine/Tenofovir Disoproxil Fumarate
MYLAN LABORATORIES LTD (FORMERLY MATRIX LABORATORIES),Uganda,Efavirenz
site::Inverness Japan,"Orgenics, Ltd","HIV 1/2, Determine Kit without Lancets, Buffer or Capillary Tubes, 100 Tests"
Aurobindo Pharma Limited,Ghana,Zidovudine
site::Bristol-Myers Squibb Anagni IT,LAWRENCE LABORATORIES (SUBSIDIARY OF BRISTOL MYERS SQUIBB),Stavudine
LAWRENCE LABORATORIES (SUBSIDIARY OF BRISTOL MYERS SQUIBB),Haiti,Stavudine
"site::BMS Evansville, US",SWORDS LABORATORIES,Atazanavir
site::Ranbaxy per Shasun Pharma Ltd,SUN PHARMACEUTICAL INDUSTRIES LTD (RANBAXY LABORATORIES LIMITED),Lamivudine/Tenofovir Disoproxil Fumarate
SUN PHARMACEUTICAL INDUSTRIES LTD (RANBAXY LABORATORIES LIMITED),Cameroon,Lamivudine/Tenofovir Disoproxil Fumarate
