manufacturer,disrupted_node,retailer,retailer_state,severity,no_listed_backup,action,entity,route,entity_risk,entity_capacity,entity_state_share,plan_score,activation_days,est_recovery_days,baseline_days_no_graph,days_saved_vs_no_graph
JANSSEN PHARMACEUTICALS INC,VALUEDRUGCO,WALMART PHARMACY #6240 (NC),NC,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,JANSSEN PHARMACEUTICALS INC -> MIAMI-LUKEN INC -> WALMART PHARMACY #6240 (NC),0.9815,1.0,0.0471,0.2753,1.5,49.5,67.9,0.0
IMPAX LABORATORIES INC,DAKOTA DRUG INC,CVS PHARMACY #5523 (NC),NC,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,IMPAX LABORATORIES INC -> MIAMI-LUKEN INC -> CVS PHARMACY #5523 (NC),0.9815,1.0,0.0471,0.2753,1.5,49.5,67.9,0.0
ABBOTT LABORATORIES,DAKOTA DRUG INC,HARRIS TEETER PHARMACY #6758 (NC),NC,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,ABBOTT LABORATORIES -> MIAMI-LUKEN INC -> HARRIS TEETER PHARMACY #6758 (NC),0.9815,1.0,0.0471,0.2753,1.5,49.5,67.9,0.0
JANSSEN PHARMACEUTICALS INC,AMERISOURCEBERGEN DRUG CORP,VILLAGE PHARMACY #9397 (NC),NC,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,JANSSEN PHARMACEUTICALS INC -> MIAMI-LUKEN INC -> VILLAGE PHARMACY #9397 (NC),0.9815,1.0,0.0471,0.2753,1.5,49.5,67.9,0.0
ENDO PHARMACEUTICALS INC,KINRAY LLC,HARRIS TEETER PHARMACY #3473 (WV),WV,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,ENDO PHARMACEUTICALS INC -> MIAMI-LUKEN INC -> HARRIS TEETER PHARMACY #3473 (WV),0.9815,1.0,0.5743,0.4862,1.5,49.5,67.9,0.0
SUN PHARMA GLOBAL INC,BURLINGTON DRUG COMPANY INC,WALGREENS #4290 (MD),MD,2,False,T1_REROUTE_EXISTING,DIRECT RX,SUN PHARMA GLOBAL INC -> DIRECT RX -> WALGREENS #4290 (MD),0.8585,0.1504,0.0075,0.0901,1.5,49.5,67.9,0.0
VINTAGE PHARMACEUTICALS LLC,HD SMITH WHOLESALE DRUG CO,QUALITY CARE PHARMACY #6507 (NC),NC,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,VINTAGE PHARMACEUTICALS LLC -> MIAMI-LUKEN INC -> QUALITY CARE PHARMACY #6507 (NC),0.9815,1.0,0.0471,0.2753,1.5,49.5,67.9,0.0
WATSON LABORATORIES INC,MCKESSON CORPORATION,HOMETOWN PHARMACY #5099 (MD),MD,1,False,T1_REROUTE_EXISTING,DAKOTA DRUG INC,WATSON LABORATORIES INC -> DAKOTA DRUG INC -> HOMETOWN PHARMACY #5099 (MD),0.8719,0.1818,0.0076,0.0933,1.5,24.7,34.1,0.0
QUALITEST PHARMACEUTICALS,CARDINAL HEALTH INC,QUALITY CARE PHARMACY #3071 (KY),KY,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,QUALITEST PHARMACEUTICALS -> MIAMI-LUKEN INC -> QUALITY CARE PHARMACY #3071 (KY),0.9815,1.0,0.0243,0.2662,1.5,49.5,67.9,0.0
HIKMA PHARMACEUTICALS,KEYSOURCE MEDICAL INC,WALGREENS #1607 (WY),WY,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,HIKMA PHARMACEUTICALS -> MIAMI-LUKEN INC -> WALGREENS #1607 (WY),0.9815,1.0,0.0038,0.258,1.5,49.5,67.9,0.0
CADISTA PHARMACEUTICALS INC,MCKESSON CORPORATION,FAMILY CARE PHARMACY #6977 (NC),NC,3,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,CADISTA PHARMACEUTICALS INC -> MIAMI-LUKEN INC -> FAMILY CARE PHARMACY #6977 (NC),0.9815,1.0,0.0471,0.2753,1.5,74.3,102.0,0.0
VINTAGE PHARMACEUTICALS LLC,SMITH DRUG COMPANY,RITE AID #5178 (ND),ND,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,VINTAGE PHARMACEUTICALS LLC -> MIAMI-LUKEN INC -> RITE AID #5178 (ND),0.9815,1.0,0.0037,0.2579,1.5,49.5,67.9,0.0
SUN PHARMA GLOBAL INC,AMERISOURCEBERGEN DRUG CORP,PEOPLES PHARMACY #2912 (WV),WV,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,SUN PHARMA GLOBAL INC -> MIAMI-LUKEN INC -> PEOPLES PHARMACY #2912 (WV),0.9815,1.0,0.5743,0.4862,1.5,49.5,67.9,0.0
MALLINCKRODT LLC,ANDA INC,VILLAGE PHARMACY #3411 (VT),VT,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,MALLINCKRODT LLC -> MIAMI-LUKEN INC -> VILLAGE PHARMACY #3411 (VT),0.9815,1.0,0.0021,0.2573,1.5,49.5,67.9,0.0
SANDOZ INC,BURLINGTON DRUG COMPANY INC,WALGREENS #3635 (NC),NC,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,SANDOZ INC -> MIAMI-LUKEN INC -> WALGREENS #3635 (NC),0.9815,1.0,0.0471,0.2753,1.5,49.5,67.9,0.0
JANSSEN PHARMACEUTICALS INC,MCKESSON CORPORATION,PEOPLES PHARMACY #2912 (WV),WV,1,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,JANSSEN PHARMACEUTICALS INC -> MIAMI-LUKEN INC -> PEOPLES PHARMACY #2912 (WV),0.9815,1.0,0.5743,0.4862,1.5,24.7,34.1,0.0
TEVA PHARMACEUTICALS USA INC,KEYSOURCE MEDICAL INC,COMMUNITY PHARMACY #3782 (NC),NC,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,TEVA PHARMACEUTICALS USA INC -> MIAMI-LUKEN INC -> COMMUNITY PHARMACY #3782 (NC),0.9815,1.0,0.0471,0.2753,1.5,49.5,67.9,0.0
TEVA PHARMACEUTICALS USA INC,NATIONAL WHOLESALE DRUG CO INC,CVS PHARMACY #6466 (KY),KY,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,TEVA PHARMACEUTICALS USA INC -> MIAMI-LUKEN INC -> CVS PHARMACY #6466 (KY),0.9815,1.0,0.0243,0.2662,1.5,49.5,67.9,0.0
SUN PHARMA GLOBAL INC,DAKOTA DRUG INC,MAIN STREET PHARMACY #1903 (WA),WA,3,False,T1_REROUTE_EXISTING,MCKESSON CORPORATION,SUN PHARMA GLOBAL INC -> MCKESSON CORPORATION -> MAIN STREET PHARMACY #1903 (WA),0.8788,0.1815,0.0064,0.0903,1.5,74.3,102.0,0.0
LANNETT COMPANY INC,NATIONAL WHOLESALE DRUG CO INC,WINN-DIXIE PHARMACY #2251 (AK),AK,3,False,T1_REROUTE_EXISTING,KINRAY LLC,LANNETT COMPANY INC -> KINRAY LLC -> WINN-DIXIE PHARMACY #2251 (AK),0.8683,0.1632,0.0148,0.0928,1.5,74.3,102.0,0.0
MYLAN PHARMACEUTICALS INC,CARDINAL HEALTH INC,SUNRISE PHARMACY #8999 (NC),NC,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,MYLAN PHARMACEUTICALS INC -> MIAMI-LUKEN INC -> SUNRISE PHARMACY #8999 (NC),0.9815,1.0,0.0471,0.2753,1.5,49.5,67.9,0.0
ACTAVIS PHARMA INC,NATIONAL WHOLESALE DRUG CO INC,GOOD NEIGHBOR PHARMACY #6129 (NC),NC,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,ACTAVIS PHARMA INC -> MIAMI-LUKEN INC -> GOOD NEIGHBOR PHARMACY #6129 (NC),0.9815,1.0,0.0471,0.2753,1.5,49.5,67.9,0.0
IMPAX LABORATORIES INC,KINRAY LLC,PEOPLES PHARMACY #6007 (WV),WV,3,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,IMPAX LABORATORIES INC -> MIAMI-LUKEN INC -> PEOPLES PHARMACY #6007 (WV),0.9815,1.0,0.5743,0.4862,1.5,74.3,102.0,0.0
ABBOTT LABORATORIES,PRESCRIPTION SUPPLY INC,HARRIS TEETER PHARMACY #6758 (NC),NC,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,ABBOTT LABORATORIES -> MIAMI-LUKEN INC -> HARRIS TEETER PHARMACY #6758 (NC),0.9815,1.0,0.0471,0.2753,1.5,49.5,67.9,0.0
SUN PHARMA GLOBAL INC,HENRY SCHEIN INC,WINN-DIXIE PHARMACY #5889 (PA),PA,1,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,SUN PHARMA GLOBAL INC -> MIAMI-LUKEN INC -> WINN-DIXIE PHARMACY #5889 (PA),0.9815,1.0,0.0219,0.2652,1.5,24.7,34.1,0.0
TEVA PHARMACEUTICALS USA INC,SMITH DRUG COMPANY,CVS PHARMACY #6466 (KY),KY,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,TEVA PHARMACEUTICALS USA INC -> MIAMI-LUKEN INC -> CVS PHARMACY #6466 (KY),0.9815,1.0,0.0243,0.2662,1.5,49.5,67.9,0.0
JANSSEN PHARMACEUTICALS INC,KINRAY LLC,QUALITY CARE PHARMACY #8199 (WV),WV,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,JANSSEN PHARMACEUTICALS INC -> MIAMI-LUKEN INC -> QUALITY CARE PHARMACY #8199 (WV),0.9815,1.0,0.5743,0.4862,1.5,49.5,67.9,0.0
JANSSEN PHARMACEUTICALS INC,DIRECT RX,WALMART PHARMACY #1339 (NC),NC,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,JANSSEN PHARMACEUTICALS INC -> MIAMI-LUKEN INC -> WALMART PHARMACY #1339 (NC),0.9815,1.0,0.0471,0.2753,1.5,49.5,67.9,0.0
PAR PHARMACEUTICAL INC,VALUEDRUGCO,WALGREENS #5297 (MT),MT,2,False,T1_REROUTE_EXISTING,MCKESSON CORPORATION,PAR PHARMACEUTICAL INC -> MCKESSON CORPORATION -> WALGREENS #5297 (MT),0.8788,0.1815,0.013,0.093,1.5,49.5,67.9,0.0
JANSSEN PHARMACEUTICALS INC,VALUEDRUGCO,WALMART PHARMACY #6240 (NC),NC,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,JANSSEN PHARMACEUTICALS INC -> MIAMI-LUKEN INC -> WALMART PHARMACY #6240 (NC),0.9815,1.0,0.0471,0.2753,1.5,49.5,67.9,0.0
ABBOTT LABORATORIES,MIAMI-LUKEN INC,RITE AID #2280 (MD),MD,1,False,T1_REROUTE_EXISTING,KINRAY LLC,ABBOTT LABORATORIES -> KINRAY LLC -> RITE AID #2280 (MD),0.8683,0.1632,0.0144,0.0926,1.5,24.7,34.1,0.0
HIKMA PHARMACEUTICALS,GULF COAST MEDICAL SUPPLY,PEOPLES PHARMACY #6853 (ND),ND,1,False,T1_REROUTE_EXISTING,CARDINAL HEALTH INC,HIKMA PHARMACEUTICALS -> CARDINAL HEALTH INC -> PEOPLES PHARMACY #6853 (ND),0.8652,0.1959,0.0034,0.0975,1.5,24.7,34.1,0.0
ACTAVIS PHARMA INC,KINRAY LLC,RITE AID #4372 (LA),LA,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,ACTAVIS PHARMA INC -> MIAMI-LUKEN INC -> RITE AID #4372 (LA),0.9815,1.0,0.0497,0.2764,1.5,49.5,67.9,0.0
LANNETT COMPANY INC,GULF COAST MEDICAL SUPPLY,QUALITY CARE PHARMACY #3338 (WV),WV,3,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,LANNETT COMPANY INC -> MIAMI-LUKEN INC -> QUALITY CARE PHARMACY #3338 (WV),0.9815,1.0,0.5743,0.4862,1.5,74.3,102.0,0.0
ENDO PHARMACEUTICALS INC,CARDINAL HEALTH INC,HARRIS TEETER PHARMACY #3473 (WV),WV,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,ENDO PHARMACEUTICALS INC -> MIAMI-LUKEN INC -> HARRIS TEETER PHARMACY #3473 (WV),0.9815,1.0,0.5743,0.4862,1.5,49.5,67.9,0.0
AMNEAL PHARMACEUTICALS LLC,PRESCRIPTION SUPPLY INC,SUNRISE PHARMACY #8999 (NC),NC,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,AMNEAL PHARMACEUTICALS LLC -> MIAMI-LUKEN INC -> SUNRISE PHARMACY #8999 (NC),0.9815,1.0,0.0471,0.2753,1.5,49.5,67.9,0.0
PURDUE PHARMA LP,DAKOTA DRUG INC,QUALITY CARE PHARMACY #6507 (NC),NC,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,PURDUE PHARMA LP -> MIAMI-LUKEN INC -> QUALITY CARE PHARMACY #6507 (NC),0.9815,1.0,0.0471,0.2753,1.5,49.5,67.9,0.0
PAR PHARMACEUTICAL INC,KEYSOURCE MEDICAL INC,CVS PHARMACY #2808 (IN),IN,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,PAR PHARMACEUTICAL INC -> MIAMI-LUKEN INC -> CVS PHARMACY #2808 (IN),0.9815,1.0,0.0312,0.269,1.5,49.5,67.9,0.0
PAR PHARMACEUTICAL INC,HENRY SCHEIN INC,WALMART PHARMACY #6240 (NC),NC,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,PAR PHARMACEUTICAL INC -> MIAMI-LUKEN INC -> WALMART PHARMACY #6240 (NC),0.9815,1.0,0.0471,0.2753,1.5,49.5,67.9,0.0
ACTAVIS PHARMA INC,HENRY SCHEIN INC,PUBLIX PHARMACY #1697 (MI),MI,3,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,ACTAVIS PHARMA INC -> MIAMI-LUKEN INC -> PUBLIX PHARMACY #1697 (MI),0.9815,1.0,0.0252,0.2666,1.5,74.3,102.0,0.0
PAR PHARMACEUTICAL INC,KEYSOURCE MEDICAL INC,RITE AID #1901 (TN),TN,3,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,PAR PHARMACEUTICAL INC -> MIAMI-LUKEN INC -> RITE AID #1901 (TN),0.9815,1.0,0.0288,0.268,1.5,74.3,102.0,0.0
MYLAN PHARMACEUTICALS INC,BURLINGTON DRUG COMPANY INC,HOMETOWN PHARMACY #6387 (NC),NC,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,MYLAN PHARMACEUTICALS INC -> MIAMI-LUKEN INC -> HOMETOWN PHARMACY #6387 (NC),0.9815,1.0,0.0471,0.2753,1.5,49.5,67.9,0.0
RHODES TECHNOLOGIES,MIAMI-LUKEN INC,HOMETOWN PHARMACY #8152 (WV),WV,2,False,T1_REROUTE_EXISTING,CARDINAL HEALTH INC,RHODES TECHNOLOGIES -> CARDINAL HEALTH INC -> HOMETOWN PHARMACY #8152 (WV),0.8652,0.1959,0.0846,0.13,1.5,49.5,67.9,0.0
SANDOZ INC,PRESCRIPTION SUPPLY INC,SUNRISE PHARMACY #7243 (WV),WV,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,SANDOZ INC -> MIAMI-LUKEN INC -> SUNRISE PHARMACY #7243 (WV),0.9815,1.0,0.5743,0.4862,1.5,49.5,67.9,0.0
HIKMA PHARMACEUTICALS,ANDA INC,WALGREENS #1336 (ID),ID,2,False,T1_REROUTE_EXISTING,KINRAY LLC,HIKMA PHARMACEUTICALS -> KINRAY LLC -> WALGREENS #1336 (ID),0.8683,0.1632,0.0046,0.0887,1.5,49.5,67.9,0.0
TEVA PHARMACEUTICALS USA INC,GULF COAST MEDICAL SUPPLY,GOOD NEIGHBOR PHARMACY #6129 (NC),NC,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,TEVA PHARMACEUTICALS USA INC -> MIAMI-LUKEN INC -> GOOD NEIGHBOR PHARMACY #6129 (NC),0.9815,1.0,0.0471,0.2753,1.5,49.5,67.9,0.0
MYLAN PHARMACEUTICALS INC,BELLCO DRUG CORP,HOMETOWN PHARMACY #6387 (NC),NC,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,MYLAN PHARMACEUTICALS INC -> MIAMI-LUKEN INC -> HOMETOWN PHARMACY #6387 (NC),0.9815,1.0,0.0471,0.2753,1.5,49.5,67.9,0.0
AMNEAL PHARMACEUTICALS LLC,PRESCRIPTION SUPPLY INC,WALGREENS #7353 (OK),OK,1,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,AMNEAL PHARMACEUTICALS LLC -> MIAMI-LUKEN INC -> WALGREENS #7353 (OK),0.9815,1.0,0.0072,0.2594,1.5,24.7,34.1,0.0
RHODES TECHNOLOGIES,HENRY SCHEIN INC,HOMETOWN PHARMACY #4342 (MI),MI,1,False,T1_REROUTE_EXISTING,DIRECT RX,RHODES TECHNOLOGIES -> DIRECT RX -> HOMETOWN PHARMACY #4342 (MI),0.8585,0.1504,0.087,0.122,1.5,24.7,34.1,0.0
ACTAVIS PHARMA INC,GULF COAST MEDICAL SUPPLY,PUBLIX PHARMACY #1697 (MI),MI,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,ACTAVIS PHARMA INC -> MIAMI-LUKEN INC -> PUBLIX PHARMACY #1697 (MI),0.9815,1.0,0.0252,0.2666,1.5,49.5,67.9,0.0
MYLAN PHARMACEUTICALS INC,VALUEDRUGCO,HOMETOWN PHARMACY #6387 (NC),NC,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,MYLAN PHARMACEUTICALS INC -> MIAMI-LUKEN INC -> HOMETOWN PHARMACY #6387 (NC),0.9815,1.0,0.0471,0.2753,1.5,49.5,67.9,0.0
MYLAN PHARMACEUTICALS INC,CARDINAL HEALTH INC,HOMETOWN PHARMACY #8919 (KY),KY,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,MYLAN PHARMACEUTICALS INC -> MIAMI-LUKEN INC -> HOMETOWN PHARMACY #8919 (KY),0.9815,1.0,0.0243,0.2662,1.5,49.5,67.9,0.0
MALLINCKRODT LLC,CARDINAL HEALTH INC,COMMUNITY PHARMACY #9436 (WV),WV,1,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,MALLINCKRODT LLC -> MIAMI-LUKEN INC -> COMMUNITY PHARMACY #9436 (WV),0.9815,1.0,0.5743,0.4862,1.5,24.7,34.1,0.0
AMNEAL PHARMACEUTICALS LLC,MIAMI-LUKEN INC,HARRIS TEETER PHARMACY #6758 (NC),NC,3,False,T1_REROUTE_EXISTING,DIRECT RX,AMNEAL PHARMACEUTICALS LLC -> DIRECT RX -> HARRIS TEETER PHARMACY #6758 (NC),0.8585,0.1504,0.1003,0.1273,1.5,74.3,102.0,0.0
MYLAN PHARMACEUTICALS INC,GULF COAST MEDICAL SUPPLY,MAIN STREET PHARMACY #4501 (WV),WV,4,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,MYLAN PHARMACEUTICALS INC -> MIAMI-LUKEN INC -> MAIN STREET PHARMACY #4501 (WV),0.9815,1.0,0.5743,0.4862,1.5,99.4,132.0,0.0
SUN PHARMA GLOBAL INC,BELLCO DRUG CORP,PEOPLES PHARMACY #2912 (WV),WV,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,SUN PHARMA GLOBAL INC -> MIAMI-LUKEN INC -> PEOPLES PHARMACY #2912 (WV),0.9815,1.0,0.5743,0.4862,1.5,49.5,67.9,0.0
PAR PHARMACEUTICAL INC,BURLINGTON DRUG COMPANY INC,VILLAGE PHARMACY #4543 (IL),IL,2,False,T1_REROUTE_EXISTING,ANDA INC,PAR PHARMACEUTICAL INC -> ANDA INC -> VILLAGE PHARMACY #4543 (IL),0.8679,0.1459,0.0397,0.0986,1.5,49.5,67.9,0.0
IMPAX LABORATORIES INC,MCKESSON CORPORATION,HARRIS TEETER PHARMACY #6063 (NC),NC,3,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,IMPAX LABORATORIES INC -> MIAMI-LUKEN INC -> HARRIS TEETER PHARMACY #6063 (NC),0.9815,1.0,0.0471,0.2753,1.5,74.3,102.0,0.0
RHODES TECHNOLOGIES,HD SMITH WHOLESALE DRUG CO,HARRIS TEETER PHARMACY #7261 (KY),KY,1,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,RHODES TECHNOLOGIES -> MIAMI-LUKEN INC -> HARRIS TEETER PHARMACY #7261 (KY),0.9815,1.0,0.0243,0.2662,1.5,24.7,34.1,0.0
MALLINCKRODT LLC,PRESCRIPTION SUPPLY INC,COMMUNITY PHARMACY #9436 (WV),WV,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,MALLINCKRODT LLC -> MIAMI-LUKEN INC -> COMMUNITY PHARMACY #9436 (WV),0.9815,1.0,0.5743,0.4862,1.5,49.5,67.9,0.0
QUALITEST PHARMACEUTICALS,VALUEDRUGCO,PEOPLES PHARMACY #4809 (WV),WV,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,QUALITEST PHARMACEUTICALS -> MIAMI-LUKEN INC -> PEOPLES PHARMACY #4809 (WV),0.9815,1.0,0.5743,0.4862,1.5,49.5,67.9,0.0
ACTAVIS PHARMA INC,GULF COAST MEDICAL SUPPLY,HOMETOWN PHARMACY #8469 (NC),NC,1,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,ACTAVIS PHARMA INC -> MIAMI-LUKEN INC -> HOMETOWN PHARMACY #8469 (NC),0.9815,1.0,0.0471,0.2753,1.5,24.7,34.1,0.0
MYLAN PHARMACEUTICALS INC,PENN PHARMACEUTICAL SERVICES INC,HOMETOWN PHARMACY #6387 (NC),NC,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,MYLAN PHARMACEUTICALS INC -> MIAMI-LUKEN INC -> HOMETOWN PHARMACY #6387 (NC),0.9815,1.0,0.0471,0.2753,1.5,49.5,67.9,0.0
IMPAX LABORATORIES INC,KEYSOURCE MEDICAL INC,FAMILY CARE PHARMACY #5370 (RI),RI,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,IMPAX LABORATORIES INC -> MIAMI-LUKEN INC -> FAMILY CARE PHARMACY #5370 (RI),0.9815,1.0,0.0019,0.2572,1.5,49.5,67.9,0.0
QUALITEST PHARMACEUTICALS,HENRY SCHEIN INC,VILLAGE PHARMACY #9720 (VA),VA,1,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,QUALITEST PHARMACEUTICALS -> MIAMI-LUKEN INC -> VILLAGE PHARMACY #9720 (VA),0.9815,1.0,0.0162,0.2629,1.5,24.7,34.1,0.0
ENDO PHARMACEUTICALS INC,MCKESSON CORPORATION,VILLAGE PHARMACY #6277 (OH),OH,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,ENDO PHARMACEUTICALS INC -> MIAMI-LUKEN INC -> VILLAGE PHARMACY #6277 (OH),0.9815,1.0,0.0308,0.2688,1.5,49.5,67.9,0.0
IMPAX LABORATORIES INC,GULF COAST MEDICAL SUPPLY,GOOD NEIGHBOR PHARMACY #8540 (OH),OH,1,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,IMPAX LABORATORIES INC -> MIAMI-LUKEN INC -> GOOD NEIGHBOR PHARMACY #8540 (OH),0.9815,1.0,0.0308,0.2688,1.5,24.7,34.1,0.0
WATSON LABORATORIES INC,HD SMITH WHOLESALE DRUG CO,WALGREENS #8617 (GA),GA,2,False,T1_REROUTE_EXISTING,BURLINGTON DRUG COMPANY INC,WATSON LABORATORIES INC -> BURLINGTON DRUG COMPANY INC -> WALGREENS #8617 (GA),0.8768,0.1637,0.004,0.0857,1.5,49.5,67.9,0.0
SUN PHARMA GLOBAL INC,MIAMI-LUKEN INC,PEOPLES PHARMACY #2912 (WV),WV,2,False,T1_REROUTE_EXISTING,CARDINAL HEALTH INC,SUN PHARMA GLOBAL INC -> CARDINAL HEALTH INC -> PEOPLES PHARMACY #2912 (WV),0.8652,0.1959,0.0846,0.13,1.5,49.5,67.9,0.0
ABBOTT LABORATORIES,BURLINGTON DRUG COMPANY INC,MEDICO PHARMACY #5873 (MI),MI,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,ABBOTT LABORATORIES -> MIAMI-LUKEN INC -> MEDICO PHARMACY #5873 (MI),0.9815,1.0,0.0252,0.2666,1.5,49.5,67.9,0.0
TEVA PHARMACEUTICALS USA INC,VALUEDRUGCO,GOOD NEIGHBOR PHARMACY #6661 (MS),MS,2,False,T1_REROUTE_EXISTING,BURLINGTON DRUG COMPANY INC,TEVA PHARMACEUTICALS USA INC -> BURLINGTON DRUG COMPANY INC -> GOOD NEIGHBOR PHARMACY #6661 (MS),0.8768,0.1637,0.0078,0.0872,1.5,49.5,67.9,0.0
JANSSEN PHARMACEUTICALS INC,KINRAY LLC,PUBLIX PHARMACY #2055 (NC),NC,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,JANSSEN PHARMACEUTICALS INC -> MIAMI-LUKEN INC -> PUBLIX PHARMACY #2055 (NC),0.9815,1.0,0.0471,0.2753,1.5,49.5,67.9,0.0
PURDUE PHARMA LP,MIAMI-LUKEN INC,COMMUNITY PHARMACY #9436 (WV),WV,3,False,T1_REROUTE_EXISTING,CARDINAL HEALTH INC,PURDUE PHARMA LP -> CARDINAL HEALTH INC -> COMMUNITY PHARMACY #9436 (WV),0.8652,0.1959,0.0846,0.13,1.5,74.3,102.0,0.0
MALLINCKRODT LLC,MORRIS & DICKSON CO LLC,GOOD NEIGHBOR PHARMACY #6272 (NC),NC,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,MALLINCKRODT LLC -> MIAMI-LUKEN INC -> GOOD NEIGHBOR PHARMACY #6272 (NC),0.9815,1.0,0.0471,0.2753,1.5,49.5,67.9,0.0
MYLAN PHARMACEUTICALS INC,SMITH DRUG COMPANY,RITE AID #5178 (ND),ND,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,MYLAN PHARMACEUTICALS INC -> MIAMI-LUKEN INC -> RITE AID #5178 (ND),0.9815,1.0,0.0037,0.2579,1.5,49.5,67.9,0.0
AMNEAL PHARMACEUTICALS LLC,BELLCO DRUG CORP,HOMETOWN PHARMACY #8919 (KY),KY,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,AMNEAL PHARMACEUTICALS LLC -> MIAMI-LUKEN INC -> HOMETOWN PHARMACY #8919 (KY),0.9815,1.0,0.0243,0.2662,1.5,49.5,67.9,0.0
WATSON LABORATORIES INC,PENN PHARMACEUTICAL SERVICES INC,QUALITY CARE PHARMACY #4645 (VA),VA,1,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,WATSON LABORATORIES INC -> MIAMI-LUKEN INC -> QUALITY CARE PHARMACY #4645 (VA),0.9815,1.0,0.0162,0.2629,1.5,24.7,34.1,0.0
RHODES TECHNOLOGIES,DAKOTA DRUG INC,MEDICO PHARMACY #1698 (IN),IN,2,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,RHODES TECHNOLOGIES -> MIAMI-LUKEN INC -> MEDICO PHARMACY #1698 (IN),0.9815,1.0,0.0312,0.269,1.5,49.5,67.9,0.0
JANSSEN PHARMACEUTICALS INC,BURLINGTON DRUG COMPANY INC,WALMART PHARMACY #6240 (NC),NC,1,False,T1_REROUTE_EXISTING,MIAMI-LUKEN INC,JANSSEN PHARMACEUTICALS INC -> MIAMI-LUKEN INC -> WALMART PHARMACY #6240 (NC),0.9815,1.0,0.0471,0.2753,1.5,24.7,34.1,0.0
